generation,total_time_seconds,evaluations,mse_train,r2_train,mse_test,r2_test,size,structure,problem,run,version
19,1947.92,164866,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
20,2056.28,176269,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
21,2156.91,183672,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
22,2261.78,191194,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
23,2361.86,198240,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
24,2460.14,205289,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
25,2551.35,211700,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
26,2640.66,218062,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
27,2732.79,224531,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
28,2822.1,230812,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
29,2912.65,237093,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
29,3009.75,243720,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
30,3120.03,255092,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
31,3217.57,261708,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
32,3305.18,267579,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
33,3403.18,274269,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
34,3498.43,280693,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
35,3588.78,286746,0.0011821,0.921797,0.00105956,0.927135,41,((exp(cos(((x5-x1)/(x2*x0))))*(((log(x8)+x6)+((x1*x4)/(x3-x0)))*(sqrt(7.001000)/x7)))/(14.496000+sin(((cos(x2)*(6.382000-x5))/exp(cos(x1)))))),feynman_I_9_18,0,GP-GOMEA (original)
0,1.04707,128,0.0142151,0.0595953,0.0151664,0.0600796,20,sin((sin(sqrt((sin(x8)+log(-16.531000))))+log((((x7--7.146000)-sqrt(x4))*cos(cos(5.403000)))))),feynman_I_9_18,12,GP-GOMEA (original)
1,60.6013,5928,0.00621653,0.588742,0.00676937,0.580475,28,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(sqrt((13.827000/x4))-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
2,119.653,12109,0.00574489,0.619944,0.00619437,0.61611,29,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(((13.827000/x4)/x7)-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
3,184.636,18742,0.00560527,0.629181,0.00609604,0.622204,27,(log(sqrt((log(x1)+sqrt((x2*x0)))))-(exp((((x5+x5)*cos(x5))+x3))*cos((sin(log(x4))-cos(x7))))),feynman_I_9_18,12,GP-GOMEA (original)
4,258.818,26159,0.00533188,0.647267,0.00567723,0.648159,31,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(((13.827000/x4)/(x6+x7))-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
5,334.552,33707,0.00533188,0.647267,0.00567723,0.648159,31,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(((13.827000/x4)/(x6+x7))-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
6,423.475,42287,0.00533188,0.647267,0.00567723,0.648159,31,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(((13.827000/x4)/(x6+x7))-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
7,515.986,51333,0.00533188,0.647267,0.00567723,0.648159,31,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(((13.827000/x4)/(x6+x7))-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
8,609.266,60127,0.00533188,0.647267,0.00567723,0.648159,31,sqrt((cos(cos(((x0*x0)/(0.024000-x5))))/(exp(((x2-x7)/(x1/-1.520000)))+(((13.827000/x4)/(x6+x7))-log(exp(x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
9,702.104,68743,0.00522256,0.654499,0.00559178,0.653455,24,(sin(sin(sqrt(((x2/x5)/(x1-x5)))))*cos((cos(sin(cos(x0)))*log((cos(x1)+(x7/x0)))))),feynman_I_9_18,12,GP-GOMEA (original)
9,797.644,77520,0.0202304,-0.338355,0.0208863,-0.29441,12,log((cos(sqrt(log(sqrt(x7))))-sin(sin(sin(sqrt(19.611000)))))),feynman_I_9_18,12,GP-GOMEA (original)
10,915.642,87921,0.0202304,-0.338355,0.0208863,-0.29441,12,log((cos(sqrt(log(sqrt(x7))))-sin(sin(sin(sqrt(19.611000)))))),feynman_I_9_18,12,GP-GOMEA (original)
11,1007.53,96036,0.00424243,0.71934,0.00449015,0.721727,28,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x4)))/(log(sqrt(x5))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
12,1103.05,104213,0.00405199,0.731938,0.00437391,0.728931,37,(cos(((log((x0*16.368000))*x3)/(log((x8/x0))-x3)))+exp((sqrt((cos(x1)-sqrt(x0)))/(((x5-x0)-(x3/x7))+(sqrt(x7)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
13,1211.05,113115,0.00308621,0.79583,0.00330828,0.794972,29,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(log((x5-x4))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
14,1324.72,122200,0.00308621,0.79583,0.00330828,0.794972,29,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(log((x5-x4))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
15,1439.12,131163,0.00308621,0.79583,0.00330828,0.794972,29,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(log((x5-x4))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
16,1556.42,139996,0.00308621,0.79583,0.00330828,0.794972,29,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(log((x5-x4))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
17,1674.86,148938,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
18,1792.66,157703,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
19,1922.66,166843,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
19,2054.23,175910,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
20,2164.57,186130,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
21,2299.77,194819,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
22,2435.5,203403,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
23,2569.42,211675,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
24,2695.47,219418,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
25,2820.61,227202,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
26,2946.12,234907,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
27,3069.1,242519,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
28,3193.97,250115,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
29,3310.38,257192,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
29,3428.69,264335,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
30,3544.38,275385,0.00254593,0.831572,0.00270678,0.83225,31,(cos(sqrt((log((x7+16.368000))*x3)))+exp((sqrt((cos(x1)-sqrt(x6)))/(((x5-x4)-log(x7))+((x7-x0)*(x3-x2)))))),feynman_I_9_18,12,GP-GOMEA (original)
0,1.09096,128,0.0279319,-0.847851,0.0262964,-0.832297,3,(0.589000/x3),feynman_I_9_18,21,GP-GOMEA (original)
1,66.5872,5667,0.00680584,0.549756,0.00653336,0.544765,22,sqrt(((((x1*x0)-sin(x4))/x5)*(exp(log((x7/x7)))/(x7-cos((x2-x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
2,119.285,11024,0.00545703,0.638987,0.00525268,0.634001,22,sqrt(((((x1*x0)-sqrt(log(x3)))/x5)*(cos(log((-7.099000/10.010000)))/(x7-cos(exp(x2)))))),feynman_I_9_18,21,GP-GOMEA (original)
3,179.24,17290,0.00545703,0.638987,0.00525268,0.634001,22,sqrt(((((x1*x0)-sqrt(log(x3)))/x5)*(cos(log((-7.099000/10.010000)))/(x7-cos(exp(x2)))))),feynman_I_9_18,21,GP-GOMEA (original)
4,246.183,24231,0.00517843,0.657418,0.00497729,0.653189,22,(((sqrt((log(x1)*x6))*(((x0/x3)*x8)*x2))+cos(cos(log(sin(x8)))))/sqrt(-16.128000)),feynman_I_9_18,21,GP-GOMEA (original)
5,321.571,31978,0.00517843,0.657418,0.00497729,0.653189,22,(((sqrt((log(x1)*x6))*(((x0/x3)*x8)*x2))+cos(cos(log(sin(x8)))))/sqrt(-16.128000)),feynman_I_9_18,21,GP-GOMEA (original)
6,407.837,40343,0.00517843,0.657418,0.00497729,0.653189,22,(((sqrt((log(x1)*x6))*(((x0/x3)*x8)*x2))+cos(cos(log(sin(x8)))))/sqrt(-16.128000)),feynman_I_9_18,21,GP-GOMEA (original)
7,499.381,48805,0.00456699,0.697868,0.00443863,0.690722,26,sqrt(((((x1*x0)-sqrt((x3/x5)))/x5)*(cos(sin((x6*x8)))/(log((10.851000+3.990000))-cos(exp(x2)))))),feynman_I_9_18,21,GP-GOMEA (original)
8,595.651,57391,0.00454663,0.699215,0.00443036,0.691298,26,sqrt(((((x1*x0)-sqrt((x3/x5)))/x5)*(cos(sin((x6*x8)))/(log((10.851000+x7))-cos(exp(x2)))))),feynman_I_9_18,21,GP-GOMEA (original)
9,699.634,66069,0.00378764,0.749427,0.0036409,0.746307,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(exp(sqrt(-11.247000))/3.828000)))/sqrt((exp(sqrt((x3-x8)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
9,803.913,74727,0.0209578,-0.386474,0.0208013,-0.449408,2,sin(-16.078000),feynman_I_9_18,21,GP-GOMEA (original)
10,936.216,86154,0.0209578,-0.386474,0.0208013,-0.449408,2,sin(-16.078000),feynman_I_9_18,21,GP-GOMEA (original)
11,1035.5,94228,0.00283342,0.812553,0.00273861,0.809177,29,(((cos(((x2*x0)-x5))+sqrt(exp((x6/x7))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x3-x6)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
12,1134.93,102290,0.00264645,0.824923,0.00254677,0.822545,29,(((cos(((x2*x0)-x5))+sqrt(exp((x6/x3))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x3-x4)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
13,1230.0,110037,0.0022942,0.848226,0.00223,0.844616,28,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x3-x4)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
14,1326.16,117788,0.00227484,0.849507,0.00218353,0.847855,28,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
15,1424.16,125768,0.00227484,0.849507,0.00218353,0.847855,28,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
16,1522.25,133731,0.00227484,0.849507,0.00218353,0.847855,28,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp(sqrt(x8))))),feynman_I_9_18,21,GP-GOMEA (original)
17,1618.58,141538,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
18,1715.07,149242,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
19,1813.97,157025,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
19,1909.22,164377,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
20,2035.11,176790,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
21,2134.01,184426,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
22,2232.38,191886,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
23,2326.4,199000,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
24,2423.39,206254,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
25,2519.57,213304,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
26,2614.19,220241,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
27,2710.6,227399,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
28,2809.06,234497,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
29,2902.98,241236,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
29,2998.22,248107,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
30,3129.44,261176,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
31,3222.39,267843,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
32,3313.59,274462,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
33,3403.97,281032,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
34,3493.53,287592,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
35,3586.74,294547,0.00184874,0.877696,0.00176417,0.877075,30,(((cos(((x2*x0)-x5))+sqrt(exp(log(x6))))*(x1/(x7+x3)))/sqrt((exp(sqrt((x7-x4)))/exp((x8/log(x3)))))),feynman_I_9_18,21,GP-GOMEA (original)
0,1.09943,128,0.0492148,-2.25583,0.0509268,-2.27873,28,(sin(exp(cos((sin(x5)+(3.775000+x8)))))-cos(((exp(sin(13.177000))+(cos(x7)/sqrt(x8)))-log((sin(x8)-(x3/x8)))))),feynman_I_9_18,24,GP-GOMEA (original)
1,63.6431,5595,0.00894499,0.40824,0.00889357,0.427421,8,(log(sqrt(sqrt(sqrt(exp(x2)))))*x1),feynman_I_9_18,24,GP-GOMEA (original)
2,119.633,11130,0.00885687,0.414069,0.00901725,0.419459,35,((log(sin(cos(cos(-19.823000))))/x1)+((sqrt(sqrt(exp(x0)))*(sqrt((x1*-3.493000))/(x7*sqrt(x8))))*sin(((log(x2)+sin(x2))/(x6-(x8-x3)))))),feynman_I_9_18,24,GP-GOMEA (original)
3,179.96,17444,0.00715458,0.526685,0.00738674,0.524432,34,(sqrt(log(sin((log(x2)-(x7/x6)))))+((x6*(sqrt((x1*-3.493000))/(x7+sqrt(x8))))*sin(((log(x2)+sin(x4))/(x6-(x8-x3)))))),feynman_I_9_18,24,GP-GOMEA (original)
4,241.257,23909,0.00571642,0.621827,0.00586503,0.622402,32,(log(log(exp(log((x8*x0)))))+((x6*(sqrt((x1*-3.493000))/(x7+log(x7))))*sin(((log(x2)+sin(x1))/(x6-(x0-x3)))))),feynman_I_9_18,24,GP-GOMEA (original)
5,308.376,30910,0.00544944,0.63949,0.00561438,0.63854,32,(log(log(exp(log((x8*x0)))))+((x6*(sqrt((x1*-3.493000))/(x7+log(x7))))*sin(((log(x2)+sin(x8))/(x6-(x4-x5)))))),feynman_I_9_18,24,GP-GOMEA (original)
6,377.853,38022,0.00544944,0.63949,0.00561438,0.63854,32,(log(log(exp(log((x8*x0)))))+((x6*(sqrt((x1*-3.493000))/(x7+log(x7))))*sin(((log(x2)+sin(x8))/(x6-(x4-x5)))))),feynman_I_9_18,24,GP-GOMEA (original)
7,453.269,45758,0.00505415,0.66564,0.00500295,0.677904,32,(log(log(exp(log((x1*x0)))))+((x6*(sqrt((x1*-3.493000))/(x7+log(x7))))*sin(((log(x2)+sin(x8))/(x6-(x4-x5)))))),feynman_I_9_18,24,GP-GOMEA (original)
8,531.905,53750,0.00434589,0.712495,0.00441674,0.715645,29,(cos(((log(sin(x7))*((x3-x7)*(x3/9.369000)))-sqrt(sqrt((x3*x5)))))+log((sqrt(x0)+sin(((x2*x1)/x7))))),feynman_I_9_18,24,GP-GOMEA (original)
